Close,Date,High,Low,Market_cap,Name,Open,Ticker,Volume
2.7721199989318848,2015-08-07T23:59:59.999Z,3.5366098880767822,2.521120071411133,166610555.018,Ethereum,2.83161997795105,ETH,164329
0.7533249855041504,2015-08-08T23:59:59.999Z,2.7988100051879883,0.7147250175476074,45486894.2408,Ethereum,2.793760061264038,ETH,674188
0.7018970251083374,2015-08-09T23:59:59.999Z,0.8798099756240845,0.629190981388092,42399573.4991,Ethereum,0.7061359882354736,ETH,532170
0.7084479928016663,2015-08-10T23:59:59.999Z,0.7298539876937866,0.6365460157394409,42818364.3945,Ethereum,0.7139890193939209,ETH,405283
1.0678600072860718,2015-08-11T23:59:59.999Z,1.131410002708435,0.6632350087165833,64569288.4328,Ethereum,0.7080870270729065,ETH,1463100
1.2174400091171265,2015-08-12T23:59:59.999Z,1.2899399995803833,0.8836079835891724,73645010.9863,Ethereum,1.058750033378601,ETH,2150620
1.8276699781417847,2015-08-13T23:59:59.999Z,1.9650700092315674,1.1719900369644165,110607191.674,Ethereum,1.2222399711608887,ETH,4068680
1.8278700113296509,2015-08-14T23:59:59.999Z,2.2618799209594727,1.7547500133514404,110672321.811,Ethereum,1.810920000076294,ETH,4637030
1.6888999938964844,2015-08-15T23:59:59.999Z,1.8772399425506592,1.5709799528121948,102303608.467,Ethereum,1.8028899431228638,ETH,2554360
1.5660300254821777,2015-08-16T23:59:59.999Z,1.6952400207519531,1.0898100137710571,94901005.3503,Ethereum,1.6843500137329102,ETH,3550790
1.2036099433898926,2015-08-17T23:59:59.999Z,1.5811899900436401,1.1853400468826294,87295366.5007,Ethereum,1.5811899900436401,ETH,1942830
1.087049961090088,2015-08-18T23:59:59.999Z,1.3311599493026733,1.087049961090088,78868413.078,Ethereum,1.2152999639511108,ETH,1485680
1.2588599920272827,2015-08-19T23:59:59.999Z,1.3179899454116821,1.1669299602508545,91366391.4393,Ethereum,1.1669299602508545,ETH,1486240
1.4649200439453125,2015-08-20T23:59:59.999Z,1.5333000421524048,1.248329997062683,106351420.178,Ethereum,1.2511800527572632,ETH,2843760
1.3952900171279907,2015-08-21T23:59:59.999Z,1.5564199686050415,1.3528000116348267,101331855.597,Ethereum,1.4775199890136719,ETH,2020970
1.37923002243042,2015-08-22T23:59:59.999Z,1.4764100313186646,1.352679967880249,100201825.662,Ethereum,1.3962899446487427,ETH,948310
1.3525899648666382,2015-08-23T23:59:59.999Z,1.4097000360488892,1.2977700233459473,98300351.3461,Ethereum,1.375,ETH,1589300
